OID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,ARPT_NAME,CITY,COUNTRY_CODE,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,RWY_ID,LAT1_DECIMAL,LONG1_DECIMAL,LAT2_DECIMAL,LONG2_DECIMAL,RWY_LEN,RWY_WIDTH,SURFACE_TYPE_CODE,COND,TREATMENT_CODE,PCN,PAVEMENT_TYPE_CODE,SUBGRADE_STRENGTH_CODE,TIRE_PRES_CODE,DTRM_METHOD_CODE,RWY_LGT_CODE,RWY_LEN_SOURCE,LENGTH_SOURCE_DATE,GROSS_WT_SW,GROSS_WT_DW,GROSS_WT_DTW,GROSS_WT_DDTW,Shape__Area,Shape__Length
454,2025/07/10,01327.,A,CA,BIH,BISHOP,BISHOP,US,PU,PU,08/26,37.37364969,-118.37413533,37.37351747,-118.35498177,5567,100,ASPH,FAIR,NONE,25,F,A,W,T,MED,3RD PARTY SURVEY,2008/07/09,40,56,98,,82027.6796875,4341.43014351522
455,2025/07/10,01327.,A,CA,BIH,BISHOP,BISHOP,US,PU,PU,12/30,37.38014147,-118.37333761,37.36545827,-118.35525391,7498,100,ASPH,EXCELLENT,PFC,,,,,,MED,3RD PARTY SURVEY,2008/07/09,120,235,400,,110475.60546875,5832.7355333484
456,2025/07/10,01327.,A,CA,BIH,BISHOP,BISHOP,US,PU,PU,17/35,37.380734,-118.36163891,37.36535861,-118.36180419,5600,100,ASPH,GOOD,PFC,49,F,B,W,T,MED,3RD PARTY SURVEY,2008/07/09,100,140,240,,82506.0234375,4384.25791643798
457,2025/07/10,01336.,A,CA,BLH,BLYTHE,BLYTHE,US,PU,PU,08/26,33.6166023,-114.72772941,33.61653702,-114.70624,6543,150,ASPH,FAIR,NONE,,,,,,MED,NGS,2006/02/23,80,115,210,,131814.76953125,4894.6157584716
458,2025/07/10,01336.,A,CA,BLH,BLYTHE,BLYTHE,US,PU,PU,17/35,33.63003494,-114.71674175,33.61409752,-114.71681741,5800,100,ASPH,FAIR,NONE,,,,,,MED,NGS,2006/02/23,52,76,135,,77907.02734375,4334.31177713529
459,2025/07/10,01340.25,A,CA,D83,BOONVILLE,BOONVILLE,US,PU,PU,13/31,39.01704241,-123.38459708,39.01086316,-123.37850938,2838,50,ASPH,GOOD,NONE,,,,,,,ADO,2011/06/09,30,,,,21871.73046875,2269.03778193508
460,2025/07/10,01340.3,A,CA,L08,BORREGO VALLEY,BORREGO SPRINGS,US,PU,PU,08/26,33.25888888,-116.32916666,33.25916666,-116.31277777,5011,75,ASPH,GOOD,NONE,,,,,,MED,AVN,2003/04/19,30,54,90,,50070.2265625,3704.43354699045
461,2025/07/10,01340.35,A,CA,58CL,BORREGO AIR RANCH,BORREGO SPRINGS,US,PR,PR,08/26,33.19226666,-116.28545833,33.19136944,-116.27699722,2610,45,ASPH,GOOD,NONE,,,,,,,OWNER,2017/03/10,,,,,15617.765625,1931.73602714698
462,2025/07/10,01340.35,A,CA,58CL,BORREGO AIR RANCH,BORREGO SPRINGS,US,PR,PR,18/36,33.19368055,-116.27716111,33.19069166,-116.27769722,1100,25,ASPH,GOOD,NONE,,,,,,,OWNER,2017/03/10,,,,,3657.65625,822.290123822015
463,2025/07/10,01342.,A,CA,BWC,BRAWLEY MUNI,BRAWLEY,US,PU,PU,08/26,32.99292763,-115.52405705,32.99294722,-115.51046944,4166,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2008/06/13,20,,,,33103.890625,3068.90793414022
464,2025/07/10,01346.,A,CA,O57,BRYANT FLD,BRIDGEPORT,US,PU,PU,16/34,38.26994444,-119.22275255,38.2593628,-119.22270966,3854,60,ASPH,GOOD,NONE,,,,,,MED,STATE,2013/06/19,30,,,,34899.65234375,3047.06183315163
465,2025/07/10,01348.,A,CA,2CL1,BROWNSVILLE AIRPARK,BROWNSVILLE,US,PR,PR,06/24,39.45459819,-121.29567413,39.45581919,-121.28758972,2326,20,ASPH-CONC,GOOD,NONE,,,,,,,NGS,2002/08/03,,,,,7258.10546875,1849.84523437631
466,2025/07/10,01353.,A,CA,BUR,BOB HOPE,BURBANK,US,PU,PU,08/26,34.19791094,-118.36914291,34.19765038,-118.34995991,5802,150,ASPH-CONC,EXCELLENT,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2017/08/06,120,201,352,839,118476.390625,4382.4065528881
467,2025/07/10,01353.,A,CA,BUR,BOB HOPE,BURBANK,US,PU,PU,15/33,34.21234466,-118.36046072,34.19390519,-118.35537013,6886,150,ASPH-CONC,EXCELLENT,GRVD,,,,,,MED,3RD PARTY SURVEY,2017/08/06,120,201,352,839,140617.109375,5202.05548734454
468,2025/07/10,01356.1,A,CA,L62,ELK HILLS-BUTTONWILLOW,BUTTONWILLOW,US,PU,PU,11/29,35.35639166,-119.48384166,35.35052222,-119.47558055,3260,50,ASPH,POOR,NONE,,,,,,,,,10,,,,22822.05859375,2476.67213436126
469,2025/07/10,01356.5,A,CA,C83,BYRON,BYRON,US,PU,PU,05/23,37.82231969,-121.63011652,37.82603655,-121.6208495,3000,75,ASPH,GOOD,NONE,,,,,,MED,NGS,2005/07/16,29.5,,,,33553.0234375,2371.94194245177
470,2025/07/10,01356.5,A,CA,C83,BYRON,BYRON,US,PU,PU,12/30,37.83569316,-121.63153347,37.82691469,-121.62056902,4500,100,ASPH,GOOD,NONE,,,,,,MED,NGS,2005/07/16,29.5,,,,67125.31640625,3553.207840318
471,2025/07/10,01358.,A,CA,CXL,CALEXICO INTL,CALEXICO,US,PU,PU,08/26,32.66756641,-115.52518105,32.66730105,-115.50996761,4683,75,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2010/04/06,30,,,,46173.8046875,3442.34907438122
472,2025/07/10,01360.,A,CA,L71,CALIFORNIA CITY MUNI,CALIFORNIA CITY,US,PU,PU,06/24,35.14918447,-118.02642027,35.1533153,-118.00690122,6027,60,ASPH,GOOD,NONE,,,,,,MED,NGS,2003/04/26,26,,,,50357.8203125,4533.78390837019
473,2025/07/10,01363.,A,CA,CLR,CLIFF HATFIELD MEML,CALIPATRIA,US,PU,PU,08/26,33.13139622,-115.52696841,33.13127636,-115.51578861,3423,50,ASPH,GOOD,NONE,,,,,,,NGS,2003/12/16,12,,,,22735.12109375,2525.79641404395
474,2025/07/10,01369.1,A,CA,CMA,CAMARILLO,CAMARILLO,US,PU,PU,08/26,34.21383875,-119.10429722,34.21367691,-119.08441086,6013,150,ASPH-CONC,GOOD,RFSC,,,,,,MED,3RD PARTY SURVEY,2021/02/04,50,80,125,,122832.65234375,4538.66107963439
475,2025/07/10,01369.8,A,CA,O61,CAMERON PARK,CAMERON PARK,US,PU,PU,13/31,38.68847363,-120.991708,38.67949722,-120.98333038,4051,50,ASPH,FAIR,NONE,,,,,,MED,NGS,2002/07/25,,,,,30924.33984375,3206.62103835632
476,2025/07/10,01370.06,A,CA,CA62,MC MILLAN,CAMP ROBERTS,US,MR,PR,10/28,35.720275,-120.77368055,35.71634166,-120.76322777,3417,60,ASPH,POOR,NONE,,,,,,,MILITARY,2023/08/29,,,,,28960.98046875,2610.16441870037
477,2025/07/10,01376.1,A,CA,CRQ,MC CLELLAN-PALOMAR,CARLSBAD,US,PU,PU,06/24,33.12698838,-117.28792494,33.12952422,-117.27221611,4897,150,ASPH,GOOD,GRVD,,,,,,HIGH,NGS,2011/12/13,110,168,248,692,97572.1953125,3671.3584936512
478,2025/07/10,01384.,A,CA,O59,CEDARVILLE,CEDARVILLE,US,PU,PU,02/20,41.54834166,-120.16958888,41.55889166,-120.16165,4415,50,ASPH,FAIR,NONE,,,,,,MED,,,12.5,,,,36659.0625,3642.90904866788
479,2025/07/10,01390.,A,CA,49X,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,US,PU,PU,16/34,34.53574261,-114.43195683,34.52200408,-114.43198041,5000,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2010/05/01,12,,,,51455.828125,3768.21206742957
480,2025/07/10,01392.,A,CA,O05,ROGERS FLD,CHESTER,US,PU,PU,16/34,40.28920222,-121.24223644,40.275522,-121.24010897,5020,100,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2010/06/24,60,110,,,80210.58984375,4100.30262389678
481,2025/07/10,01395.,A,CA,CIC,CHICO RGNL,CHICO,US,PU,PU,13L/31R,39.80338194,-121.86411916,39.78782722,-121.85123666,6724,150,ASPH,GOOD,GRVD,20,F,B,X,T,HIGH,3RD PARTY SURVEY,2007/11/10,63,100,170,,158917.27734375,5461.43793404266
482,2025/07/10,01395.,A,CA,CIC,CHICO RGNL,CHICO,US,PU,PU,13R/31L,39.79838783,-121.86293572,39.79144619,-121.85719075,3000,60,ASPH,FAIR,NONE,9,F,C,Y,T,,3RD PARTY SURVEY,2007/11/10,12.5,,,,28361.73828125,2431.27130712043
483,2025/07/10,01396.02,A,CA,CA11,BODAD,CHILCOOT,US,PR,PR,15/33,39.998575,-120.21736944,39.99585277,-120.21634444,1032,40,TURF,,NONE,,,,,,,OWNER,2014/09/25,,,,,6545.0703125,855.192823995451
484,2025/07/10,01396.1,A,CA,CL56,RANCHAERO,CHICO,US,PR,PR,14/32,39.72217933,-121.87215772,39.71686316,-121.86878863,2156,30,ASPH,POOR,NONE,,,,,,,STATE,2003/12/12,,,,,10169.05078125,1735.60863730331
485,2025/07/10,01397.7,A,CA,NID,CHINA LAKE NAWS (ARMITAGE FLD),CHINA LAKE,US,MN,PR,03/21,35.67562808,-117.70840941,35.69595622,-117.68576169,10000,200,CONC,,NONE,75,R,C,W,T,HIGH,MILITARY,2025/05/01,,,,,282249.16796875,7665.08934306259
486,2025/07/10,01397.7,A,CA,NID,CHINA LAKE NAWS (ARMITAGE FLD),CHINA LAKE,US,MN,PR,08/26,35.68343766,-117.71922238,35.68302316,-117.6815165,11199,200,CONC,,NONE,63,R,B,W,T,HIGH,MILITARY,2024/07/25,,,,,316086.03515625,8546.16419025508
487,2025/07/10,01397.7,A,CA,NID,CHINA LAKE NAWS (ARMITAGE FLD),CHINA LAKE,US,MN,PR,14/32,35.69875763,-117.69319816,35.67647777,-117.6799593,9014,200,ASPH,,NONE,75,R,C,W,T,HIGH,DOD (NGA),2011/12/01,,,,,254408.29296875,6931.37414748162
488,2025/07/10,01398.,A,CA,CNO,CHINO,CHINO,US,PU,PU,03/21,33.97063055,-117.6417755,33.98028586,-117.63042086,4919,150,ASPH,GOOD,NONE,,,,,,MED,OWNER,2007/07/20,21,130,,50,99932.95703125,3731.19961464921
489,2025/07/10,01398.,A,CA,CNO,CHINO,CHINO,US,PU,PU,08L/26R,33.97570947,-117.64675497,33.97584586,-117.63073252,4858,150,ASPH,GOOD,NONE,,,,,,HIGH,3RD PARTY SURVEY,2007/03/02,12,,,,98692.8125,3678.07015794917
490,2025/07/10,01398.,A,CA,CNO,CHINO,CHINO,US,PU,PU,08R/26L,33.97351263,-117.646727,33.97370608,-117.62364116,7000,150,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,2007/03/02,75,150,215,,142197.1875,5250.72793463296
491,2025/07/10,01399.,A,CA,L77,CHIRIACO SUMMIT,CHIRIACO SUMMIT,US,PU,PU,06/24,33.66376144,-115.71686558,33.66586038,-115.70396288,4000,50,ASPH,GOOD,NONE,,,,,,,OWNER,2017/04/18,,,,,26890.8359375,2963.74861392854
492,2025/07/10,01400.5,A,CA,2O6,CHOWCHILLA,CHOWCHILLA,US,PU,PU,12/30,37.11644347,-120.2509423,37.11013463,-120.24304327,3253,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2009/12/08,12,,,,28566.984375,2534.92708503448
493,2025/07/10,01401.1,A,CA,0CL3,JOHN NICHOL'S FLD,CHULA VISTA,US,PR,PR,09/27,32.63416944,-116.89348055,32.632575,-116.88714166,2036,30,ASPH,,NONE,,,,,,,OWNER,2018/01/17,,,,,8023.64453125,1494.6812587484
494,2025/07/10,01405.,A,CA,CN13,BORGES - CLARKSBURG,CLARKSBURG,US,PR,PR,09/27,38.44412216,-121.51265997,38.44239858,-121.50508013,2260,90,TURF,GOOD,NONE,,,,,,,NGS,2002/07/26,,,,,30850.8125,1827.47621388141
495,2025/07/10,01411.1,A,CA,O60,CLOVERDALE MUNI,CLOVERDALE,US,PU,PU,14/32,38.77981527,-122.99495916,38.7727213,-122.99026816,2909,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2015/05/20,12,,,,26721.91796875,2326.16783268315
496,2025/07/10,01419.12,A,CA,3O8,HARRIS RANCH,COALINGA,US,PR,PU,14/32,36.25161111,-120.24048333,36.24458888,-120.23643888,2820,30,ASPH,EXCELLENT,NONE,,,,,,LOW,OWNER,1991/07/17,30,,,,12113.296875,2160.19807223642
497,2025/07/10,01419.13,A,CA,C80,NEW COALINGA MUNI,COALINGA,US,PU,PU,01/19,36.15658,-120.29770658,36.16322522,-120.29600719,2471,60,ASPH-GRVL,FAILED,NONE,,,,,,,3RD PARTY SURVEY,2010/01/26,12.5,,,,21170.69140625,1916.37636840631
498,2025/07/10,01419.13,A,CA,C80,NEW COALINGA MUNI,COALINGA,US,PU,PU,12/30,36.16770277,-120.30023347,36.15874302,-120.28739833,5000,100,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2010/01/26,30,,,,71406.6484375,3853.28645273078
499,2025/07/10,01429.,A,CA,O22,COLUMBIA,COLUMBIA,US,PU,PU,11/29,38.03301802,-120.42051713,38.02808063,-120.41396508,2607,50,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,2010/08/20,,,,,19547.48046875,2057.51980503402
500,2025/07/10,01429.,A,CA,O22,COLUMBIA,COLUMBIA,US,PU,PU,17/35,38.03667433,-120.4116233,38.02404655,-120.41448861,4673,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2010/08/20,30,,,,52553.72265625,3683.77953048913
501,2025/07/10,01431.1,A,CA,O08,COLUSA COUNTY,COLUSA,US,PU,PU,14/32,39.18263922,-121.99594158,39.17536222,-121.99073538,3034,59,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2016/05/12,10,,,,27711.23828125,2436.30899185582
502,2025/07/10,01434.,A,CA,CPM,COMPTON/WOODLEY,COMPTON,US,PU,PU,07L/25R,33.89016833,-118.24928211,33.89021977,-118.23833347,3323,60,ASPH,GOOD,AFSC,,,,,,,3RD PARTY SURVEY,2009/11/10,14.5,,,,26948.2109375,2481.85353766718
503,2025/07/10,01434.,A,CA,CPM,COMPTON/WOODLEY,COMPTON,US,PU,PU,07R/25L,33.88961794,-118.24927847,33.88967113,-118.23833133,3322,60,ASPH,GOOD,AFSC,,,,,,MED,3RD PARTY SURVEY,2009/11/10,14.5,,,,26944.3359375,2481.52189545332
504,2025/07/10,01437.,A,CA,CCR,BUCHANAN FLD,CONCORD,US,PU,PU,01L/19R,37.98195383,-122.06133041,37.994545,-122.05440494,5001,150,ASPH-CONC,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2018/05/31,83,121,189,,112375.3828125,3992.62148793455
505,2025/07/10,01437.,A,CA,CCR,BUCHANAN FLD,CONCORD,US,PU,PU,01R/19L,37.98388002,-122.05838177,37.990854,-122.05454355,2770,75,ASPH,POOR,NONE,12,F,B,W,U,,3RD PARTY SURVEY,2018/05/31,17,,,,31123.46875,2205.36621996165
506,2025/07/10,01437.,A,CA,CCR,BUCHANAN FLD,CONCORD,US,PU,PU,14L/32R,37.99651475,-122.05885777,37.98520286,-122.05174213,4602,150,ASPH-CONC,EXCELLENT,GRVD,108,F,C,W,T,MED,3RD PARTY SURVEY,2018/05/31,60,90,140,,103411.265625,3682.69537376404
507,2025/07/10,01437.,A,CA,CCR,BUCHANAN FLD,CONCORD,US,PU,PU,14R/32L,37.99590022,-122.06041186,37.98902416,-122.05608283,2798,75,ASPH,FAIR,NONE,14,F,B,W,T,,3RD PARTY SURVEY,2018/05/31,12.5,,,,31436.3984375,2226.46485817064
508,2025/07/10,01439.,A,CA,43CN,CORCORAN,CORCORAN,US,PR,PR,13/31,36.10687777,-119.59829166,36.09848333,-119.59128611,3690,50,ASPH,GOOD,NONE,,,,,,LOW,FAA OE/AAA,2022/03/25,8,,,,26317.1328125,2827.59058321324
509,2025/07/10,01440.,A,CA,24CL,BOSWELL,CORCORAN,US,PR,PR,14/32,36.09732222,-119.54602777,36.08001944,-119.53722777,6815,75,ASPH,,NONE,,,,,,HIGH,FAA,1996/11/26,,,,,72860.1640625,5210.4972009825
510,2025/07/10,01443.,A,CA,0O4,CORNING MUNI,CORNING,US,PU,PU,17/35,39.94981247,-122.1711185,39.94240361,-122.17111475,2699,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2021/08/04,12,,,,25627.01953125,2199.21686570218
511,2025/07/10,01447.3,A,CA,AJO,CORONA MUNI,CORONA,US,PU,PU,07/25,33.89759711,-117.6077135,33.89773186,-117.59717127,3200,60,ASPH,GOOD,NONE,,,,,,MED,NGS,,12,,,,25952.94140625,2391.61402309542
512,2025/07/10,01458.,A,CA,O09,ROUND VALLEY,COVELO,US,PU,PU,10/28,39.792425,-123.27238333,39.78857777,-123.26031111,3670,60,ASPH,EXCELLENT,NONE,,,,,,MED,,,30,,,,34696.57421875,2957.43880034826
513,2025/07/10,01464.,A,CA,CEC,JACK MC NAMARA FLD,CRESCENT CITY,US,PU,PU,12/30,41.78499327,-124.24154272,41.77559911,-124.22817363,5002,150,ASPH,FAIR,NONE,,,,,,HIGH,3RD PARTY SURVEY,2016/04/02,30,43,,,125436,4212.42532121689
514,2025/07/10,01464.,A,CA,CEC,JACK MC NAMARA FLD,CRESCENT CITY,US,PU,PU,18/36,41.78671797,-124.23611208,41.77335972,-124.24029855,5000,150,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2016/04/02,30,43,,,125393.71875,4218.17581680249
515,2025/07/10,01479.,A,CA,DAG,BARSTOW-DAGGETT,DAGGETT,US,PU,PU,04/22,34.85203486,-116.79267611,34.86098458,-116.77949905,5123,100,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2008/06/15,30,105,190,,70840.921875,3882.68455594745
516,2025/07/10,01479.,A,CA,DAG,BARSTOW-DAGGETT,DAGGETT,US,PU,PU,08/26,34.85148327,-116.79783733,34.85148327,-116.7765003,6402,150,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2008/06/15,30,170,320,,132786.015625,4862.26360738225
517,2025/07/10,01480.9,A,NY,7NY8,IWAN AIRFIELD,AMSTERDAM,US,PR,PR,09/27,42.96350555,-74.12815277,42.96404722,-74.12296666,1400,250,TURF,,NONE,,,,,,,,,,,,,60844.5703125,1375.00157947097
518,2025/07/10,01488.,A,CA,DWA,YOLO COUNTY,DAVIS/WOODLAND/WINTERS,US,PU,PU,16/34,38.5876168,-121.85687361,38.57114186,-121.8570205,6000,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2008/06/14,45,60,,,91353.49609375,4770.0131931599
519,2025/07/10,01488.1,A,CA,EDU,UNIVERSITY,DAVIS,US,PU,PU,17/35,38.53582158,-121.78639033,38.52710266,-121.78653747,3176,60,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2023/03/14,,,,,28971.125,2528.38385703743
520,2025/07/10,01494.61,A,CA,L06,FURNACE CREEK,DEATH VALLEY NATIONAL PARK,US,PU,PU,15/33,36.464525,-116.88138888,36.45650277,-116.87822222,3065,70,ASPH,FAILED,NONE,,,,,,,,,4,,,,30880.9921875,2382.97451174471
521,2025/07/10,01494.62,A,CA,L09,STOVEPIPE WELLS,DEATH VALLEY NATIONAL PARK,US,PU,PU,05/23,36.60114444,-117.16365,36.60654166,-117.15478333,3260,65,ASPH,POOR,NONE,,,,,,,,,,,,,30618.07421875,2526.8292591628
522,2025/07/10,01497.,A,CA,DLO,DELANO MUNI,DELANO,US,PU,PU,15/33,35.75280311,-119.23998633,35.73833333,-119.23301416,5659,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2010/04/14,30,,,,59988.4609375,4318.30596308352
523,2025/07/10,01498.1,A,CA,0CN1,FIORINI RANCH,DELHI,US,PR,PR,16/34,37.45523888,-120.76475555,37.44911666,-120.76475833,2229,80,ASPH,,NONE,,,,,,,ADO,2016/11/22,,,,,26336.51953125,1778.33661563651
524,2025/07/10,01498.16,A,CA,0CA0,POM WONDERFUL AIRSTRIP,DEL REY,US,PR,PR,15/33,36.65565277,-119.59072777,36.64983611,-119.5835,3000,60,ASPH,GOOD,NONE,,,,,,MED,OWNER,2012/03/15,,,,,26003.6640625,2324.9092129097
525,2025/07/10,01507.,A,CA,CN64,DESERT CENTER,DESERT CENTER,US,PR,PR,05/23,33.74528333,-115.33149444,33.75018055,-115.31898055,4200,50,ASPH,FAIR,NONE,,,,,,,,,45,80,140,,28297.32421875,3115.99195128527
526,2025/07/10,01508.,A,CA,D63,DINSMORE,DINSMORE,US,PU,PU,09/27,40.49316633,-123.60247788,40.49093144,-123.59396491,2504,48,ASPH,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2021/08/21,,,,,19326.64453125,2043.62672389449
527,2025/07/10,01512.,A,CA,A32,BUTTE VALLEY,DORRIS,US,PU,PU,16/34,41.89313658,-121.97560683,41.88133977,-121.97558322,4300,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2009/08/21,30,,,,43268.421875,3577.02647088694
528,2025/07/10,01521.,A,CA,1O6,DUNSMUIR MUNI-MOTT,DUNSMUIR,US,PU,PU,14/32,41.26645833,-122.27401944,41.25938055,-122.27005555,2800,60,ASPH,GOOD,NONE,,,,,,,ADO,2015/12/14,12.5,,,,27644.17578125,2323.1308868503
529,2025/07/10,01526.8,A,CA,EDW,EDWARDS AFB,EDWARDS,US,MA,PR,05L/23R,34.90274327,-117.90480888,34.92010152,-117.87078819,12000,200,ASPH,,NONE,41,F,A,W,T,,MILITARY,2008/04/23,,,,,332296.8125,9069.7846306879
530,2025/07/10,01526.8,A,CA,EDW,EDWARDS AFB,EDWARDS,US,MA,PR,05R/23L,34.8945598,-117.90501197,34.91629105,-117.86241886,15024,300,CONC,,NONE,84,R,B,W,T,HIGH,MILITARY,2008/10/07,,,,,623976.60546875,11391.7451092831
531,2025/07/10,01526.9,A,CA,9L2,EDWARDS AF AUX NORTH BASE,EDWARDS,US,MA,PR,06/24,34.98853055,-117.87282222,34.99303888,-117.85356111,5998,150,ASPH,,NONE,15,F,A,W,T,HIGH,,,,,,,124830.1875,4571.82283800488
532,2025/07/10,01530.,A,CA,NJK,EL CENTRO NAF (VRACIU FLD),EL CENTRO,US,MN,PR,08/26,32.82913302,-115.68710888,32.82915855,-115.65617297,9503,200,PEM,,NONE,62,R,C,W,T,HIGH,MILITARY,2011/09/01,,,,,250775.08984375,7033.18271426675
533,2025/07/10,01530.,A,CA,NJK,EL CENTRO NAF (VRACIU FLD),EL CENTRO,US,MN,PR,12/30,32.82978091,-115.67211338,32.81648613,-115.65644261,6825,200,PEM,,NONE,35,R,D,W,T,HIGH,MILITARY,2020/03/03,,,,,180067.3125,5103.00658950319
534,2025/07/10,01537.8,A,CA,99CL,EL MIRAGE FLD ADELANTO,EL MIRAGE,US,PR,PR,08/26,34.62530555,-117.60891666,34.62555555,-117.58769444,6386,150,ASPH,GOOD,NONE,,,,,,,OWNER,2022/06/30,,,,,131729.25,4836.88545388703
535,2025/07/10,01539.,A,CA,EMT,SAN GABRIEL VALLEY,EL MONTE,US,PU,PU,01/19,34.08104194,-118.03767333,34.09095611,-118.03200805,3995,75,ASPH,GOOD,AFSC,,,,,,MED,,,12.5,,,,40684.95703125,3003.7525793913
536,2025/07/10,01548.,A,CA,BLU,BLUE CANYON - NYACK,EMIGRANT GAP,US,PU,PU,15/33,39.27938213,-120.71100697,39.27053375,-120.70851469,3300,50,ASPH,GOOD,NONE,,,,,,,,,12,,,,25608.921875,2643.94749303945
537,2025/07/10,01559.1,A,CA,O19,KNEELAND,EUREKA,US,PU,PU,15/33,40.7219935,-123.92791461,40.71591019,-123.92651941,2250,50,ASPH,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2021/08/19,13,,,,18211.46484375,1853.93484505109
538,2025/07/10,01560.,A,CA,EKA,MURRAY FLD,EUREKA,US,PU,PU,12/30,40.80630611,-124.11665288,40.80049005,-124.10892816,3011,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2021/08/17,19,,,,36646.859375,2486.14594104834
539,2025/07/10,01561.,A,CA,O33,SAMOA FLD,EUREKA,US,PU,PU,16/34,40.78456944,-124.21228333,40.77715833,-124.21228333,2700,60,ASPH,FAIR,NONE,,,,,,,,,10,,,,26276.29296875,2227.27990000863
540,2025/07/10,01561.9,A,CA,CN63,EXETER,EXETER,US,PR,PR,13/31,36.24526388,-119.15130555,36.23969444,-119.14751666,2315,40,ASPH-TRTD,GOOD,NONE,,,,,,,STATE,2015/05/19,,,,,13252.61328125,1783.8783451919
541,2025/07/10,01565.1,A,CA,SUU,TRAVIS AFB,FAIRFIELD,US,MA,PR,032/212,38.27381388,-121.90688611,38.28028333,-121.89786944,3500,90,CONC,,NONE,57,R,B,W,T,MED,MILITARY,2013/03/18,,,,,47563.9375,2789.57908226857
542,2025/07/10,01565.1,A,CA,SUU,TRAVIS AFB,FAIRFIELD,US,MA,PR,03L/21R,38.24329722,-121.95697777,38.26364166,-121.92866111,11001,300,PEM,,NONE,82,R,C,W,T,HIGH,DOD (NGA),2013/01/17,,,,,497981.05859375,8777.98498812366
543,2025/07/10,01565.1,A,CA,SUU,TRAVIS AFB,FAIRFIELD,US,MA,PR,03R/21L,38.26146666,-121.92651666,38.28179166,-121.8982,10995,150,CONC,,NONE,72,R,B,W,T,HIGH,DOD (NGA),2013/01/17,,,,,248972.3046875,8658.70909061512
544,2025/07/10,01568.5,A,CA,L18,FALLBROOK COMMUNITY AIRPARK,FALLBROOK,US,PU,PU,18/36,33.3575383,-117.24941977,33.35181008,-117.25115063,2150,60,ASPH,GOOD,RFSC,,,,,,MED,3RD PARTY SURVEY,2024/06/08,12,,,,17225.97265625,1618.45462124234
545,2025/07/10,01569.,A,CA,O89,FALL RIVER MILLS,FALL RIVER MILLS,US,PU,PU,02/20,41.01168152,-121.4400485,41.02303472,-121.42987447,5000,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2009/07/30,,,,,61247.23828125,4104.56679331079
546,2025/07/10,01569.02,A,CA,74CA,FLYING GLUEPIE RANCH,FIDDLETOWN,US,PR,PR,09/27,38.46776111,-120.80463055,38.46724444,-120.80190555,807,20,GRVL,,NONE,,,,,,,OWNER,2019/07/29,,,,,2436.39453125,639.838869441746
547,2025/07/10,01569.3,A,CA,L73,POSO-KERN COUNTY,FAMOSO,US,PU,PU,16/34,35.60050833,-119.12831944,35.59226388,-119.12825277,3000,60,ASPH,FAIR,NONE,,,,,,,,,6,,,,25356.40234375,2302.32939106906
548,2025/07/10,01570.41,A,CA,F34,FIREBAUGH,FIREBAUGH,US,PU,PU,12/30,36.86323333,-120.46790361,36.85674361,-120.46103194,3102,60,ASPH,GOOD,NONE,,,,,,MED,,,12,,,,27065.01171875,2412.5287245763
549,2025/07/10,01570.42,A,CA,CN22,MERCEY HOT SPRINGS,FIREBAUGH,US,PR,PR,15/33,36.70911944,-120.86151944,36.70392222,-120.85855,2082,30,DIRT,,NONE,,,,,,,ADO,2016/10/19,,,,,9049.30859375,1610.30987798282
